id,time,lat,lon,depth,mag,place
20,2015-12-12T08:34:45.600Z,37.83,21.16,29,4.5,4km ESE of Ayios Nikolaos - Greece
21,2015-12-09T09:03:33.840Z,38.8387,37.875,5,4.4,5km WNW of Hekimhan - Turkey
22,2015-12-07T02:04:01.380Z,38.256,21.8277,10,4.4,1km SSW of Ano Kastritsion - Greece
23,2015-12-06T16:24:38.870Z,42.3525,15.2079,5.57,4.4,44km NNE of Termoli - Italy
24,2015-12-06T10:44:15.160Z,39.6413,21.1958,2.51,4.5,14km S of Metsovo - Greece
25,2015-12-06T05:28:11.910Z,42.65,15.19,26,4.4,70km NE of Vasto - Italy
26,2015-12-06T03:22:49.160Z,42.5403,15.1042,5.5,4.5,56km NE of Vasto - Italy
27,2015-12-06T03:21:43.410Z,42.3918,15.1511,17.86,4.1,46km NNE of Termoli - Italy
28,2015-12-02T01:44:24.510Z,38.6985,20.5686,27.74,4.4,12km W of Nidri - Greece
29,2015-12-01T12:18:43.560Z,35.1948,25.0145,10,4,1km ESE of Kato Asitai - Greece
30,2015-12-01T04:21:20.870Z,34.1961,22.4841,33.67,4.1,159km N of Darnah - Libya
31,2015-11-29T08:36:09.910Z,38.7037,20.5348,10,4.1,15km W of Nidri - Greece
32,2015-11-29T00:28:11.870Z,38.8236,37.7358,10,4.9,8km SE of Kulucak - Turkey
33,2015-11-29T00:20:44.740Z,38.7456,20.5486,4.69,4.3,14km WNW of Nidri - Greece
34,2015-11-26T15:35:54.660Z,39.306,15.2312,266.65,4.3,64km WSW of Belvedere Marittimo - Italy
35,2015-11-25T03:14:47.900Z,38.53,20.55,14,4.4,23km NW of Ithaki - Greece
36,2015-11-24T09:39:05.200Z,38.731,20.5997,12,4.8,9km WNW of Nidri - Greece
37,2015-11-23T13:39:28.810Z,37.4081,31.3527,10,4.3,13km W of Derebucak - Turkey
38,2015-11-23T09:30:03.000Z,38.4776,20.5422,10,4.3,19km NW of Ithaki - Greece
39,2015-11-21T19:11:07.910Z,36.5808,21.6305,42.46,4.2,27km SSW of Methoni - Greece
40,2015-11-21T16:17:50.100Z,38.7213,20.5902,10.9,4.1,10km W of Nidri - Greece
41,2015-11-21T07:16:43.600Z,38.74,20.66,7,4.2,5km NW of Nidri - Greece
42,2015-11-21T01:58:25.300Z,38.617,20.536,14.4,4.3,18km WSW of Nidri - Greece
43,2015-11-21T00:41:57.530Z,38.7285,20.4759,10,4.7,20km W of Nidri - Greece
44,2015-11-20T23:37:05.530Z,38.7558,20.4745,10,4.7,21km WSW of Lefkada - Greece
45,2015-11-20T09:33:14.800Z,38.63,20.58,11,4.7,14km SW of Nidri - Greece
46,2015-11-20T05:12:24.800Z,38.47,20.49,12,4.8,23km WNW of Ithaki - Greece
47,2015-11-20T03:05:28.600Z,38.5,20.51,11,4,23km NW of Ithaki - Greece
48,2015-11-20T03:01:53.900Z,38.792,20.578,10.2,4.5,11km WSW of Lefkada - Greece
49,2015-11-19T02:47:08.400Z,38.72,20.63,10,4.5,7km WNW of Nidri - Greece
50,2015-11-18T18:30:07.200Z,38.7338,20.5977,5.1,4.6,10km WNW of Nidri - Greece
51,2015-11-18T14:55:40.000Z,37.84,29.3,10,4.2,9km NNE of Honaz - Turkey
52,2015-11-18T13:03:14.900Z,38.72,20.63,8,4.9,7km WNW of Nidri - Greece
53,2015-11-18T12:15:37.950Z,38.8407,20.5551,10,5,12km W of Lefkada - Greece
54,2015-11-18T10:35:45.270Z,37.817,29.2898,2.4,4.1,6km NNE of Honaz - Turkey
55,2015-11-18T05:18:15.680Z,38.5792,20.3775,10,4.7,32km WSW of Nidri - Greece
56,2015-11-18T01:24:43.610Z,38.666,20.5368,10,4.2,15km WSW of Nidri - Greece
57,2015-11-17T23:28:10.010Z,50.1367,19.2467,6.06,4.1,3km N of Chelmek - Poland
58,2015-11-17T21:11:36.600Z,38.53,20.54,13,4.3,24km NW of Ithaki - Greece
59,2015-11-17T20:52:28.130Z,38.7726,20.5147,14.59,4.2,17km WSW of Lefkada - Greece
60,2015-11-17T19:39:34.940Z,38.7076,20.5062,11.15,4.3,17km W of Nidri - Greece
61,2015-11-17T12:37:55.960Z,38.6843,20.5176,10,4.8,16km W of Nidri - Greece
62,2015-11-17T12:10:32.300Z,38.69,20.62,10,4,8km WSW of Nidri - Greece
63,2015-11-17T11:57:25.100Z,38.7075,20.5977,8.6,4.7,9km W of Nidri - Greece
64,2015-11-17T11:49:45.700Z,38.49,20.49,7,4.2,24km NW of Ithaki - Greece
65,2015-11-17T10:41:37.400Z,38.4968,20.4452,7.2,4.2,28km WNW of Ithaki - Greece
66,2015-11-17T10:09:39.090Z,34.6863,22.3627,10,4,135km WSW of Palaiochora - Greece
67,2015-11-17T09:02:15.500Z,38.54,20.55,11,4.3,23km SW of Nidri - Greece
68,2015-11-17T08:33:40.800Z,38.65,20.56,9,5.1,14km WSW of Nidri - Greece
69,2015-11-17T08:10:06.300Z,38.63,20.59,10,4.4,13km SW of Nidri - Greece
70,2015-11-17T07:10:07.300Z,38.67,20.6,11,6.5,10km WSW of Nidri - Greece
71,2015-11-17T03:00:10.700Z,39.5218,24.1018,12.3,4.3,45km NNE of Patitirion - Greece
72,2015-11-16T15:45:44.670Z,40.8703,28.7604,9.65,4.4,14km SSE of Yakuplu - Turkey
73,2015-11-16T04:02:55.860Z,34.8832,23.2716,33.3,4.1,54km SW of Palaiochora - Greece
74,2015-11-16T03:58:21.480Z,34.823,23.3406,29.95,4.2,55km SW of Palaiochora - Greece
75,2015-11-12T22:18:06.290Z,36.3932,22.1675,10,4.3,49km SSE of Koroni - Greece
76,2015-11-11T23:49:41.800Z,37.13,22.04,13,4.4,2km SSE of Arfara - Greece
77,2015-11-10T20:29:43.820Z,34.9667,32.0882,13.8,4.3,28km WNW of Peyia - Cyprus
78,2015-11-07T22:36:04.640Z,37.25,15.88,22,4,56km ENE of Siracusa - Italy
79,2015-11-06T23:25:47.160Z,37.8994,21.4291,10,4.3,6km NE of Sinoikismos Khavarion - Greece
80,2015-11-01T07:52:33.220Z,45.8618,15.5518,2.36,4.3,5km SSW of Brezice - Slovenia
81,2015-11-01T06:27:05.530Z,41.3513,20.2265,17.77,4.7,15km S of Bulqize - Albania
82,2015-11-01T06:26:19.820Z,41.3351,20.1932,18.03,4.8,17km S of Bulqize - Albania
83,2015-10-31T09:20:32.820Z,41.376,20.2697,4.01,4.3,13km SSE of Bulqize - Albania
84,2015-10-30T20:56:40.110Z,34.3646,24.737,39.19,4.1,76km S of Moirai - Greece
85,2015-10-29T00:37:46.520Z,42.166,3.2175,7.85,4.1,8km ENE of l'Escala - Spain
86,2015-10-28T16:20:02.050Z,40.82,27.765,12.7,4.4,23km SW of Marmaraereglisi - Turkey
87,2015-10-27T13:21:46.480Z,35.8722,24.059,38.53,4.6,38km NNW of Mouzouras - Greece
88,2015-10-27T13:14:39.690Z,35.8575,24.0126,10,4.7,38km N of Chania - Greece
89,2015-10-27T01:25:51.900Z,38.92,24.33,25,4.4,20km W of Skyros - Greece
90,2015-10-26T20:07:59.840Z,39.7905,26.256,5.3,4,7km W of Ezine - Turkey
91,2015-10-25T15:46:03.950Z,37.5648,22.0829,6.04,4.7,18km NNW of Megalopolis - Greece
92,2015-10-24T02:59:00.110Z,35.3021,23.1776,20.2,4.5,42km WSW of Platanos - Greece
93,2015-10-23T18:29:42.520Z,37.9205,26.8081,26.24,4.4,16km NNE of Ydroussa - Greece
94,2015-10-23T17:13:20.290Z,38.0511,20.1573,15.37,4.4,29km SW of Lixourion - Greece
95,2015-10-22T19:04:21.160Z,35.4856,22.7358,46.78,4.1,78km W of Platanos - Greece
96,2015-10-16T00:16:25.160Z,39.4754,15.595,239.96,4.4,27km SW of Belvedere Marittimo - Italy
97,2015-10-14T13:17:09.950Z,34.4089,26.5307,36.85,4.5,87km SE of Makry Gialos - Greece
98,2015-10-14T10:20:50.340Z,38.77,14.81,309,4.5,35km NNW of Lipari - Italy
99,2015-10-13T23:18:11.580Z,39.0824,28.9876,8.26,4.2,1km SE of Simav - Turkey
100,2015-10-13T16:34:40.250Z,36.81,23.1696,98.66,4.3,18km NE of Gefyra - Greece
101,2015-10-12T02:16:10.920Z,34.5025,26.3751,13.5,4.7,70km SSE of Makry Gialos - Greece
102,2015-10-09T14:39:15.000Z,40.6847,36.6897,5,5.1,10km E of Erbaa - Turkey
103,2015-10-07T09:25:02.050Z,45.6574,26.8586,129.699,4.4,9km W of Poiana Cristei - Romania
104,2015-10-06T21:27:33.000Z,36.1682,29.8952,22.4,5.2,11km SW of Demre - Turkey
105,2015-10-03T02:35:01.230Z,71.3652,-4.3611,10,4.6,164km ENE of Olonkinbyen - Svalbard and Jan Mayen
106,2015-10-03T02:21:01.100Z,71.3235,-4.0087,10,4.2,175km ENE of Olonkinbyen - Svalbard and Jan Mayen
107,2015-10-03T01:46:23.280Z,71.4028,-3.8605,10,4.4,183km ENE of Olonkinbyen - Svalbard and Jan Mayen
108,2015-09-29T15:53:49.030Z,45.7228,26.7268,121,4.1,1km NE of Nereju - Romania
109,2015-09-29T09:12:40.090Z,34.686,24.592,24.7,4.9,45km SSW of Tympakion - Greece
110,2015-09-22T06:25:04.720Z,39.1413,29.1262,10,4.1,14km ENE of Simav - Turkey
111,2015-09-16T19:52:11.600Z,35.3458,27.7905,11.4,4.9,55km ESE of Karpathos - Greece
112,2015-09-16T03:23:23.070Z,36.121,30.7873,71.9,4.3,48km SSE of Tekirova - Turkey
113,2015-09-15T05:04:43.890Z,34.7732,24.988,15,4.7,29km SSW of Pirgos - Greece
114,2015-09-14T03:21:56.630Z,37.6033,22.0402,10.8,4.1,24km NNW of Megalopolis - Greece
115,2015-09-13T02:57:27.600Z,37.1173,28.9672,4.35,4.5,35km SSW of Konak - Turkey
116,2015-09-13T01:04:35.130Z,43.5572,11.2764,4.11,4.2,4km SW of Greve - Italy
117,2015-09-10T08:12:45.000Z,38.7907,26.1375,5,4.7,28km SW of Plomarion - Greece
118,2015-09-07T09:59:33.420Z,35.2813,23.3151,54.28,4.1,33km W of Palaiochora - Greece
119,2015-09-01T13:26:29.440Z,70.2843,-15.3895,10,4.4,247km E of Ittoqqortoormiit - Greenland
120,2015-08-31T06:02:44.570Z,37.32,30.726,128.6,4.1,19km SE of Bucak - Turkey
121,2015-08-30T13:28:04.520Z,37.7704,21.2755,31.76,4.6,5km SSW of Savalia - Greece
122,2015-08-29T20:25:14.390Z,38.4924,12.1774,7.46,4.3,60km NNW of Trapani - Italy
123,2015-08-29T18:47:04.120Z,46.2498,13.641,2.24,4,4km E of Kobarid - Slovenia
124,2015-08-29T18:12:49.260Z,36.3095,27.6768,81.34,4,18km WNW of Emponas - Greece
125,2015-08-29T04:55:34.670Z,34.5122,26.0553,27.92,4.2,59km S of Makry Gialos - Greece
126,2015-08-27T16:01:47.280Z,40.7787,21.259,10,4.5,12km W of Florina - Greece
127,2015-08-27T00:47:22.170Z,34.3953,25.6203,17.8,4.3,69km S of Ierapetra - Greece
128,2015-08-27T00:25:06.230Z,34.3238,25.6252,11.2,4.8,76km S of Ierapetra - Greece
129,2015-08-26T23:01:44.220Z,37.304,36.9733,6.5,4.2,14km SE of Turkoglu - Turkey
130,2015-08-26T20:41:55.970Z,40.7122,21.2378,7.6,4.2,16km WSW of Florina - Greece
131,2015-08-24T16:09:15.850Z,36.9718,30.7296,96.62,4.2,7km NNE of Antalya - Turkey
132,2015-08-24T04:25:20.320Z,40.7015,21.2695,16.2,4.4,14km SW of Florina - Greece
133,2015-08-20T02:56:47.900Z,38.15,20.42,18,4.4,5km S of Lixourion - Greece
134,2015-08-18T21:58:13.570Z,35.5486,31.2887,43.77,4.1,118km WNW of Polis - Cyprus
135,2015-08-18T21:19:44.530Z,35.6473,31.2871,47.26,5,115km SW of Gazipasa - Turkey
136,2015-08-18T16:24:34.700Z,34.0655,25.964,36.74,4.2,106km SSE of Ierapetra - Greece
137,2015-08-14T15:20:54.930Z,34.0775,26.2189,19.25,4.4,109km SSE of Makry Gialos - Greece
138,2015-08-14T04:46:58.810Z,34.1941,26.2427,21.51,4.2,97km SSE of Makry Gialos - Greece
139,2015-08-13T06:26:36.280Z,34.6424,24.9995,10,4.2,41km SSW of Pirgos - Greece
140,2015-08-09T22:31:00.800Z,35.53,22.67,52,4.3,84km W of Platanos - Greece
141,2015-08-09T21:39:19.400Z,38.14,22.05,69,4.4,11km SSW of Temeni - Greece
142,2015-08-08T22:46:24.720Z,38.55,14.26,14,4.1,59km N of Santo Stefano di Camastra - Italy
143,2015-08-08T17:22:20.950Z,39.245,21.4107,6.53,4.4,28km W of Neochorion - Greece
144,2015-08-06T15:03:59.300Z,53.176,2.168,4,4.2,62km NNE of Hemsby - United Kingdom
145,2015-08-03T07:27:51.490Z,39.142,16.6001,19.16,4.3,12km N of Albi - Italy
146,2015-08-03T00:55:53.240Z,35.2083,27.7821,12.01,4,61km ESE of Karpathos - Greece
147,2015-08-02T06:58:06.750Z,39.34,15.69,240,4.4,28km SW of Acquappesa - Italy
148,2015-08-01T18:48:25.370Z,36.56,28.2337,75.58,4,13km N of Rodos - Greece
149,2015-07-31T16:04:43.750Z,34.9425,24.2765,43.7,4.5,41km WSW of Ayia Galini - Greece
150,2015-07-30T23:37:13.330Z,67.1299,20.6582,15.96,4,0km SSE of Gaellivare - Sweden
151,2015-07-30T15:04:11.480Z,34.3172,33.6631,35.59,4.8,57km S of Perivolia - Cyprus
152,2015-07-29T22:00:55.810Z,36.5646,34.9787,29.62,4.9,35km W of Karatas - Turkey
153,2015-07-27T09:55:09.390Z,36.1065,31.15,11,4.1,71km SE of Tekirova - Turkey
154,2015-07-27T02:23:45.390Z,34.8148,22.8694,28.97,4.5,87km WSW of Palaiochora - Greece
155,2015-07-26T18:40:42.800Z,40.4635,23.9647,11.3,4.1,9km NE of Ierissos - Greece
156,2015-07-25T18:35:52.270Z,37.1478,28.7378,5.5,4,28km E of Ula - Turkey
157,2015-07-24T09:58:38.280Z,36.703,26.8098,140.62,5.1,14km WSW of Kefalos - Greece
158,2015-07-24T06:54:09.000Z,40.2527,26.302,11.3,4.2,8km NNW of Eceabat - Turkey
159,2015-07-24T02:39:43.740Z,40.2844,26.266,9.73,4.8,13km NW of Eceabat - Turkey
160,2015-07-24T01:26:00.650Z,40.248,26.297,11.6,4.4,8km NW of Eceabat - Turkey
161,2015-07-21T16:29:15.930Z,34.6918,32.9576,7.77,4.3,0km N of Ypsonas - Cyprus
162,2015-07-19T19:18:04.090Z,51.57,16.11,1,4,5km SW of Grebocice - Poland
163,2015-07-19T11:30:47.060Z,48.0951,23.6567,4.6,4,8km WSW of Neresnytsya - Ukraine
164,2015-07-14T16:54:07.230Z,34.6125,24.083,10,4.4,77km SSE of Palaiochora - Greece
165,2015-07-13T23:35:10.010Z,45.6612,26.4432,147.9,4,18km SE of Comandau - Romania
166,2015-07-12T16:10:10.820Z,37.7982,21.8397,19.08,4.5,14km NE of Lalas - Greece
167,2015-07-12T08:32:50.090Z,36.9718,28.36,6.2,4.1,15km NNE of Marmaris - Turkey
168,2015-07-09T10:41:36.430Z,36.833,27.0428,10,4.4,5km WNW of Antimacheia - Greece
169,2015-07-08T22:14:01.010Z,37.6097,29.5202,6.7,4,22km E of Serinhisar - Turkey
170,2015-07-08T06:53:19.340Z,51.5919,16.0691,5,4.7,6km W of Grebocice - Poland
171,2015-07-07T04:53:31.600Z,38.39,20.67,16,4.4,5km NW of Ithaki - Greece
172,2015-07-06T23:58:09.590Z,42.381,19.3946,20.7,4.3,5km ENE of Tuzi - Montenegro
173,2015-07-06T21:34:03.730Z,36.1107,21.4041,25.91,4.6,83km SSW of Methoni - Greece
174,2015-07-06T18:49:07.290Z,37.404,20.8681,10,4.1,34km S of Lithakia - Greece
175,2015-07-06T13:42:17.060Z,42.3635,19.3734,20.35,4.4,3km E of Tuzi - Montenegro
176,2015-07-05T14:26:48.040Z,45.6957,26.6526,132.9,4.4,5km WSW of Nereju - Romania
177,2015-07-01T05:00:05.320Z,63.7217,-23.2416,10,4.5,42km WSW of Grindavik - Iceland
178,2015-07-01T04:59:27.900Z,63.8622,-23.1378,10,4.5,28km SW of Sandgerdi - Iceland
179,2015-07-01T02:25:42.560Z,63.8386,-23.0179,10,4.5,26km SW of Sandgerdi - Iceland
180,2015-07-01T02:23:58.810Z,63.9994,-23.2388,10,4.4,26km W of Sandgerdi - Iceland
181,2015-06-30T07:40:01.390Z,70.9823,-7.7137,10,5.3,37km E of Olonkinbyen - Svalbard and Jan Mayen
182,2015-06-30T06:07:22.590Z,36.7706,21.5351,10,4.6,16km WSW of Methoni - Greece
183,2015-06-29T22:20:56.000Z,46.0347,27.1698,21.4,4.3,4km NNW of Pufesti - Romania
184,2015-06-29T11:36:37.760Z,39.1593,21.7345,21.68,4.5,13km S of Neochorion - Greece
185,2015-06-24T08:37:15.210Z,36.6375,27.1302,147.19,4.8,16km S of Kardamaina - Greece
186,2015-06-20T19:52:43.900Z,34.3082,26.2262,15.25,5,84km SSE of Makry Gialos - Greece
187,2015-06-18T21:21:11.980Z,71.5224,11.0348,10,4.3,Norwegian Sea
188,2015-06-18T01:52:58.900Z,35.08,26.7,10,4,43km ESE of Palaikastron - Greece
189,2015-06-11T03:08:28.960Z,63.9175,-22.7669,10.48,4.5,13km SW of Keflavik - Iceland
190,2015-06-09T23:25:27.790Z,34.995,26.7435,29.9,4.1,50km ESE of Palaikastron - Greece
191,2015-06-09T21:49:46.700Z,35.04,26.79,16,5.4,52km ESE of Palaikastron - Greece
192,2015-06-09T20:11:15.900Z,38.6195,23.39,15.1,4,10km ENE of Larimna - Greece
193,2015-06-09T01:09:03.000Z,38.62,23.39,13,5.3,11km ENE of Larimna - Greece
194,2015-06-08T22:20:41.760Z,34.239,26.2331,10,4.7,92km SSE of Makry Gialos - Greece
195,2015-06-04T21:42:41.490Z,36.7686,20.5945,29.55,4.2,97km WSW of Filiatra - Greece
196,2015-06-04T21:15:59.250Z,36.8179,20.5196,10,4.1,101km WSW of Filiatra - Greece
197,2015-06-02T14:04:21.100Z,38.15,20.45,15,4.6,4km SW of Argostolion - Greece
198,2015-06-01T00:31:58.780Z,42.8782,18.6833,10,4,20km E of Bileca - Bosnia and Herzegovina
199,2015-05-30T01:56:17.900Z,40.176,21.651,0.1,4,13km SE of Siatista - Greece
200,2015-05-29T13:07:57.260Z,42.92,14.3,10,4.4,31km E of Martinsicuro - Italy
201,2015-05-29T00:03:47.740Z,34.9734,26.7257,10,4,50km ESE of Palaikastron - Greece
202,2015-05-28T16:30:02.140Z,35.4296,27.0867,64.37,4.2,14km SW of Karpathos - Greece
203,2015-05-28T12:59:23.040Z,34.8942,26.7673,10,4.2,58km SE of Palaikastron - Greece
204,2015-05-28T12:56:38.550Z,34.926,26.764,9,4.2,55km ESE of Palaikastron - Greece
205,2015-05-26T17:53:05.430Z,40.2306,21.5639,17.13,4.4,3km SSE of Siatista - Greece
206,2015-05-23T08:45:22.900Z,38.675,22.716,1.8,4.2,6km NW of Elatia - Greece
207,2015-05-22T22:09:17.740Z,35.0175,26.8154,6.46,4.3,55km ESE of Palaikastron - Greece
208,2015-05-22T06:31:15.000Z,37.51,19.83,8,4.3,90km WSW of Mouzaki - Greece
209,2015-05-22T02:56:34.300Z,35.756,27.244,0,4,27km N of Karpathos - Greece
210,2015-05-21T21:02:45.850Z,36.5371,26.8343,143.31,4,25km SSW of Kefalos - Greece
211,2015-05-21T15:31:18.130Z,37.7402,19.907,10.34,4.2,68km SW of Lixourion - Greece
212,2015-05-18T23:13:58.380Z,34.5198,25.0482,10,4,54km S of Pirgos - Greece
213,2015-05-18T20:40:58.970Z,34.5488,25.0139,18.48,4.4,51km SSW of Pirgos - Greece
214,2015-05-18T18:35:13.920Z,36.7436,21.5263,47.64,4,18km WSW of Methoni - Greece
215,2015-05-18T17:35:34.070Z,35.301,23.2174,10,4.1,39km WSW of Platanos - Greece
216,2015-05-17T04:08:48.810Z,34.521,26.2895,24.86,4.4,65km SSE of Makry Gialos - Greece
217,2015-05-16T18:43:16.570Z,35.0603,26.7732,21.2,4.1,50km ESE of Palaikastron - Greece
218,2015-05-13T15:44:17.880Z,38.1158,20.3535,15.2,4,11km SW of Lixourion - Greece
219,2015-05-11T23:40:51.000Z,39.9942,33.2448,6.8,4,8km N of Elmadag - Turkey
220,2015-05-11T18:10:14.260Z,34.9625,26.7434,8.88,4,52km ESE of Palaikastron - Greece
221,2015-05-11T08:26:30.200Z,37.19,16.8,40,4.6,105km SE of Brancaleone Superiore - Italy
222,2015-05-11T05:02:01.360Z,35.072,26.87,30.9,4.3,57km SSW of Karpathos - Greece
223,2015-05-10T21:32:47.700Z,34.95,25.29,62,4.3,13km ESE of Pirgos - Greece
224,2015-05-09T08:22:41.000Z,38.6,15.36,215,4.7,38km ENE of Lipari - Italy
225,2015-05-08T05:48:52.090Z,36.7986,5.352,10,4.3,24km ENE of Bejaia - Algeria
226,2015-05-06T03:49:54.600Z,34.72,25.02,37,4.4,33km SSW of Pirgos - Greece
227,2015-05-05T13:33:22.550Z,34.5546,28.467,30.24,4,155km SE of Karpathos - Greece
228,2015-05-05T13:31:27.020Z,34.9869,26.9559,10,4.2,62km SSW of Karpathos - Greece
229,2015-05-04T05:48:18.340Z,34.356,25.82,13.6,4,72km S of Ierapetra - Greece
230,2015-05-04T04:07:38.160Z,34.4475,25.1227,45.92,4.7,61km S of Pirgos - Greece
231,2015-05-04T00:42:02.400Z,38.2583,21.5678,23.2,4.2,10km S of Galatas - Greece
232,2015-05-03T16:46:18.630Z,35.0334,26.8771,10,4,60km SSW of Karpathos - Greece
233,2015-05-02T12:45:57.610Z,40.8708,32.458,5,4.1,7km W of Gozyeri - Turkey
234,2015-05-02T08:23:46.300Z,34.45,25.78,13,5,62km S of Ierapetra - Greece
235,2015-05-01T21:25:33.370Z,42.767,17.93,2,4,11km SE of Podgora - Croatia
236,2015-04-28T16:16:49.790Z,44.5195,17.5957,9.48,4,7km SE of Maslovare - Bosnia and Herzegovina
237,2015-04-27T14:16:29.870Z,35.0105,26.8346,10,4.5,57km ESE of Palaikastron - Greece
238,2015-04-24T15:02:54.100Z,44.228,11.9,20.9,4.5,6km SSE of Faenza - Italy
239,2015-04-24T10:27:12.050Z,34.621,28.3617,10,4,143km SE of Karpathos - Greece
240,2015-04-24T04:08:37.400Z,35.137,26.805,0.1,4,51km E of Palaikastron - Greece
241,2015-04-22T22:17:34.500Z,35.072,26.886,1.3,4,56km SSW of Karpathos - Greece
242,2015-04-22T20:19:55.430Z,35.1067,26.8107,10,4.2,52km ESE of Palaikastron - Greece
243,2015-04-22T15:55:38.400Z,38.1338,20.3827,29.01,4.2,8km SSW of Lixourion - Greece
244,2015-04-21T09:37:33.570Z,35.194,26.803,13.4,4.1,50km SW of Karpathos - Greece
245,2015-04-21T01:57:40.300Z,35.23,26.76,9,4,46km E of Palaikastron - Greece
246,2015-04-20T07:43:03.180Z,35.19,26.754,27.3,4.3,45km E of Palaikastron - Greece
247,2015-04-19T23:36:47.350Z,34.9857,26.9047,10,4,64km SSW of Karpathos - Greece
248,2015-04-19T23:28:29.710Z,35.0163,26.9601,9.39,4,59km SSW of Karpathos - Greece
249,2015-04-19T14:20:01.810Z,35.0135,26.7943,10,4,53km ESE of Palaikastron - Greece
250,2015-04-19T02:48:45.520Z,35.0621,26.7664,11.18,4,49km ESE of Palaikastron - Greece
251,2015-04-18T16:46:50.350Z,36.4768,23.1447,18.6,4.7,25km SSE of Gefyra - Greece
252,2015-04-18T13:36:49.410Z,37.8536,21.3661,28,4.3,1km WNW of Sinoikismos Khavarion - Greece
253,2015-04-18T03:59:31.120Z,35.0326,26.8921,5.15,4.1,60km SSW of Karpathos - Greece
254,2015-04-17T22:16:22.170Z,50.2457,18.8923,5,4.3,2km ESE of Ruda Slaska - Poland
255,2015-04-17T19:20:57.410Z,34.7574,24.7516,22.93,4,34km SSW of Moirai - Greece
256,2015-04-17T16:39:43.430Z,35.1046,26.7181,10,4.4,43km ESE of Palaikastron - Greece
257,2015-04-17T11:30:37.040Z,35.051,26.84,13.2,4.1,56km ESE of Palaikastron - Greece
258,2015-04-17T10:23:46.730Z,35.197,26.671,15.3,4.2,38km E of Palaikastron - Greece
259,2015-04-17T02:05:40.330Z,35.0337,26.7848,15.38,5.3,52km ESE of Palaikastron - Greece
260,2015-04-17T01:50:43.520Z,34.9915,26.8248,12.9,4.1,57km ESE of Palaikastron - Greece
261,2015-04-16T20:15:50.160Z,35.1294,26.7775,28.71,4.4,48km E of Palaikastron - Greece
262,2015-04-16T19:02:12.040Z,35.0647,26.8768,10,5,57km SSW of Karpathos - Greece
263,2015-04-16T18:52:35.100Z,35.1105,26.794,10,4.8,50km E of Palaikastron - Greece
264,2015-04-16T18:50:18.270Z,34.8857,26.7637,10,4.2,58km SE of Palaikastron - Greece
265,2015-04-16T18:21:14.280Z,35.2313,26.7829,31.57,4,48km E of Palaikastron - Greece
266,2015-04-16T18:07:43.610Z,35.1891,26.8235,20,6,49km SW of Karpathos - Greece
267,2015-04-15T16:57:03.310Z,38.9673,15.3841,253.38,4.5,54km NW of Tropea - Italy
268,2015-04-15T08:33:47.850Z,34.834,32.4725,10,4.3,2km NE of Mesoyi - Cyprus
269,2015-04-15T08:25:11.630Z,34.8078,32.3311,10,5.3,6km WSW of Kissonerga - Cyprus
270,2015-04-14T08:00:02.700Z,34.43,26.67,9,4.8,93km SSE of Palaikastron - Greece
271,2015-04-13T03:49:04.090Z,39.133,24.4895,10,4.2,26km NNW of Skyros - Greece
